Datetime,001,002,003,004,005,006,007,008,009,010,011
2022-10-16 09:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 09:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 09:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 09:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 10:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 10:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 10:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 10:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 10:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 10:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 11:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 11:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 11:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 11:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 11:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 11:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 12:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 12:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 12:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 12:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 12:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 12:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 13:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 13:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 13:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 13:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 13:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 13:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 14:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 14:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 14:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 14:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 14:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 14:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 15:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 15:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 15:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 15:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 15:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 15:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 16:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 16:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 16:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 16:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 16:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 16:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 17:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 17:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 17:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 17:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 17:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 17:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 18:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 18:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 18:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 18:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 18:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 18:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 19:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 19:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 19:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 19:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 19:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 19:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 20:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 20:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 20:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 20:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 20:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 20:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 21:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 21:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 21:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 21:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 21:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 21:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 22:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 22:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 22:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 22:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 22:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 22:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 23:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 23:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 23:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 23:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 23:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-16 23:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 00:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 00:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 00:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 00:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 00:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 00:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 01:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 01:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 01:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 01:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 01:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 01:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 02:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 02:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 02:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 02:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 02:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 02:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 03:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 03:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 03:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 03:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 03:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 03:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 04:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 04:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 04:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 04:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 04:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 04:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 05:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 05:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 05:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 05:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 05:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 05:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 06:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 06:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 06:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 06:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 06:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 06:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 07:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 07:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 07:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 07:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-17 07:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 07:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 07:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 07:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 07:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 07:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 08:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 08:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 08:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 08:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 08:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 08:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 09:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 09:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 09:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 09:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 09:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 09:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 10:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 10:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 10:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 10:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 10:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 10:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 11:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 11:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 11:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 11:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 11:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 11:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 12:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 12:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 12:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 12:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 12:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 12:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 13:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 13:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 13:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 13:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 13:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 13:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 14:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 14:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 14:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 14:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 14:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 14:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 15:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 15:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 15:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 15:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 15:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 15:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 16:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 16:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 16:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 16:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 16:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 16:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 17:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 17:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 17:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 17:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 17:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 17:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 18:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 18:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 18:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 18:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 18:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 18:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 19:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 19:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 19:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 19:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 19:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 19:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 20:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 20:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 20:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 20:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 20:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 20:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 21:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 21:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 21:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 21:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 21:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 21:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 22:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 22:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 22:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 22:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 22:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 22:50:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 23:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 23:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 23:20:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 23:30:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 23:40:00,0,1,0,0,0,0,0,0,0,0,0
2022-10-31 23:50:00,0,1,0,0,0,0,0,0,0,0,0
